(Ian's, Ian Hainsworth)
(Laura Delfino, Mike Delfino)
(Laura Delfino, Nick Delfino)
(Laura Delfino, Season 8)
(Laura Delfino, With So Little to Be Sure Of)
(Laura Delfino, Adele)
(Laura Delfino, Mike's box)
(Laura Delfino, S8)
(Laura Delfino, Mike)
(Laura Delfino, Zach Young)
(Laura Delfino, Stephanie Jones)
(Laura Delfino, Julie Mayer)
(Laura Delfino, Julie)
(Laura Delfino, Susan Delfino)
(Laura Delfino, Julie's daughter)
(Laura Delfino, Jennie Hernandez)
(Laura Delfino, Lee McDermott)
(Joe Sabatino, Season 3)
(Joe Sabatino, Police Captain (3.07))
(Joe Sabatino, Desperate Housewives)
(Joe Sabatino, 3)
(Lois Smith, 7)
(Lois Smith, Desperate Housewives)
(Lois Smith, Allison Scavo)
(Lois Smith, Season 7)
(Roberta Hanlen, Emcee (You'll Never Get Away From Me))
(Roberta Hanlen, Desperate Housewives)
(Roberta Hanlen, You'll Never Get Away From Me)
(Doreen Vance, Come on Over for Dinner)
(Doreen Vance, Chuck Vance)
(Jason Gedrick, Rick Coletti)
(Jason Gedrick, S3)
(Jason Gedrick, Desperate Housewives)
(Jason Gedrick, Season 3)
(Jason Gedrick, Season 4)
(Tom Scavo's, Tom Scavo)
(Umberto Roswell, Umberto Rothwell)
(Rashi, Herbert "Rashi" Brickmeyer)
(Police Captain (3.07), Joe Sabatino)
(Police Captain (3.07), Bang)
(Police Captain (3.07), S3)
(Police Captain (3.07), Carolyn Bigsby)
(Don't Walk on the Grass, Ana Solis)
(Don't Walk on the Grass, Parker Scavo)
(Don't Walk on the Grass, Celia Solis)
(Don't Walk on the Grass, David Grossman)
(Don't Walk on the Grass, Bree Van de Kamp)
(Don't Walk on the Grass, Porter Scavo)
(Don't Walk on the Grass, Ricardo Antonio Chavira)
(Don't Walk on the Grass, Tom Scavo)
(Don't Walk on the Grass, Angie Bolen)
(Don't Walk on the Grass, Susan Delfino)
(Don't Walk on the Grass, Charlie Carver)
(Don't Walk on the Grass, Joshua Logan Moore)
(Don't Walk on the Grass, Brenda Strong)
(Don't Walk on the Grass, Teri Hatcher)
(Don't Walk on the Grass, Marco Pennette)
(Don't Walk on the Grass, Richard Burgi)
(Don't Walk on the Grass, Orson Hodge)
(Don't Walk on the Grass, Mary Alice Young)
(Don't Walk on the Grass, Julie Mayer)
(Don't Walk on the Grass, James Denton)
(Don't Walk on the Grass, Kendall Applegate)
(Don't Walk on the Grass, Gabrielle Solis)
(Don't Walk on the Grass, Marcia Cross)
(Don't Walk on the Grass, Maiara Walsh)
(Don't Walk on the Grass, Bree Hodge)
(Don't Walk on the Grass, Juanita Solis)
(Don't Walk on the Grass, Carlos Solis)
(Don't Walk on the Grass, Eva Longoria)
(Don't Walk on the Grass, Doug Savant)
(Don't Walk on the Grass, Penny Scavo)
(Don't Walk on the Grass, Karl Mayer)
(Don't Walk on the Grass, Drea de Matteo)
(Don't Walk on the Grass, Mason Vale Cotton)
(Don't Walk on the Grass, Daniella Baltodano)
(Don't Walk on the Grass, Dana Delany)
(Don't Walk on the Grass, Felicity Huffman)
(Don't Walk on the Grass, Desperate Housewives)
(Don't Walk on the Grass, Katherine Mayfair)
(Don't Walk on the Grass, Lynette Scavo)
(Don't Walk on the Grass, Kyle MacLachlan)
(Don't Walk on the Grass, Mike Delfino)
(Don't Walk on the Grass, Madison De La Garza)
(Don't Walk on the Grass, Susan Mayer)
(Don't Walk on the Grass, MJ Delfino)
(Don't Walk on the Grass, Andrea Bowen)
(Detective Collins, Monique Polier)
(Detective Collins, S5)
(Detective Collins, Sweetheart, I Have to Confess)
(Detective Collins, David Fabrizio)
(Detective Collins, S3)
(Detective Collins, Recurring character appearances)
(Detective Collins, If It's Only in Your Head)
(810, What's to Discuss, Old Friend?)
(Mr.Lindquist, Mr. Lindquist)
(Susan Mayer Delfino, Susan Delfino)
(Carrie Preston, Desperate Housewives)
(Carrie Preston, Season Four)
(Carrie Preston, Season 4)
(Carrie Preston, Lucy Lindquist)
(Carrie Preston, Felicity Huffman)
(Sorry Grateful, Lynette)
(Sorry Grateful, Bob Hunter)
(Sorry Grateful, Vanessa Williams)
(Sorry Grateful, David Grossman)
(Sorry Grateful, Bree Van de Kamp)
(Sorry Grateful, Mason Vale Cotton)
(Sorry Grateful, Porter Scavo)
(Sorry Grateful, Grace)
(Sorry Grateful, Emily Bergl)
(Sorry Grateful, Ricardo Antonio Chavira)
(Sorry Grateful, Nancy Travis)
(Sorry Grateful, Renee Perry)
(Sorry Grateful, Mary Alice Young)
(Sorry Grateful, Parker Scavo)
(Sorry Grateful, Harriet Sansom Harris)
(Sorry Grateful, Charlie Carver)
(Sorry Grateful, Paul)
(Sorry Grateful, Gabrielle)
(Sorry Grateful, Brenda Strong)
(Sorry Grateful, Cecilia Balagot)
(Sorry Grateful, Susan)
(Sorry Grateful, Susan Delfino)
(Sorry Grateful, Celia Solis)
(Sorry Grateful, Kathryn Joosten)
(Sorry Grateful, Beth Young)
(Sorry Grateful, Max Carver)
(Sorry Grateful, Carla Jimenez)
(Sorry Grateful, Roy Bender)
(Sorry Grateful, Bree)
(Sorry Grateful, Eva Longoria Parker)
(Sorry Grateful, Felicity Huffman)
(Sorry Grateful, Felicia Tilman)
(Sorry Grateful, Gabrielle Solis)
(Sorry Grateful, Marcia Cross)
(Sorry Grateful, Juanita Solis)
(Sorry Grateful, Brian Austin Green)
(Sorry Grateful, Carlos Solis)
(Sorry Grateful, James Denton)
(Sorry Grateful, Doug Savant)
(Sorry Grateful, Renee)
(Sorry Grateful, Paul Young)
(Sorry Grateful, Orson Bean)
(Sorry Grateful, Kevin Rahm)
(Sorry Grateful, Mark Moses)
(Sorry Grateful, Penny Scavo)
(Sorry Grateful, Joshua Logan Moore)
(Sorry Grateful, John Schneider)
(Sorry Grateful, Daniella Baltodano)
(Sorry Grateful, Keith Watson)
(Sorry Grateful, Tuc Watkins)
(Sorry Grateful, Madison De La Garza)
(Sorry Grateful, Lee McDermott)
(Sorry Grateful, Desperate Housewives)
(Sorry Grateful, Annie Weisman)
(Sorry Grateful, Dr. Mary Wagner)
(Sorry Grateful, Beth)
(Sorry Grateful, Rolando Molina)
(Sorry Grateful, Lynette Scavo)
(Sorry Grateful, Richard Watson)
(Sorry Grateful, Tom Scavo)
(Sorry Grateful, Preston Scavo)
(Sorry Grateful, Mike Delfino)
(Sorry Grateful, Carmen Sanchez)
(Sorry Grateful, Hector Sanchez)
(Sorry Grateful, Teri Hatcher)
(Sorry Grateful, MJ Delfino)
(Sorry Grateful, Grace Sanchez)
(Sorry Grateful, Karen McCluskey)
(Tracey Stern, Desperate Housewives)
(Tracey Stern, Come In, Stranger)
(Tracey Stern, Guilty)
(Tracey Stern, Anything You Can Do)
(Tracey Stern, Ah, But Underneath)
(Tracey Stern, Running to Stand Still)
(Beth Littleford, Dana)
(Beth Littleford, 7)
(Beth Littleford, 8)
(What Would We Do Without You?, Part One, What Would We Do Without You?)
(Dr. Joshua Dolan, Scavo)
(Dr. Joshua Dolan, The Gun Song)
(Dr. Joshua Dolan, Mother Said)
(Dr. Joshua Dolan, Tom Scavo)
(Dr. Joshua Dolan, Kayla)
(Dramedy, Marc Cherry)
(Dramedy, Desperate Housewives)
(7.21, Then I Really Got Scared)
(Glen Wingfield, Lynette)
(Glen Wingfield, Connect! Connect!)
(Glen Wingfield, Lynette Scavo)
(Glen Wingfield, Stella Wingfield)
(Glen Wingfield, Lucy Lindquist)
(Glen Wingfield, Distant Past)
(Glen Wingfield, S4)
(Glen Wingfield, Season 4)
(Glen Wingfield, Lydia Lindquist)
(Glen Wingfield, You Can't Judge a Book by its Cover)
(Glen Wingfield, Richard Chamberlain)
(Glen Wingfield, Stella)
(Felicia's, Felicia Tilman)
(Ed, Ed Ferrara)
(Rolando Molina, Desperate Housewives)
(Rolando Molina, Hector Sanchez)
(Gary Grantham, Susan Mayer)
(Gary Grantham, S2)
(Gary Grantham, Edie Britt)
(Gary Grantham, Silly People)
(Jenna Bans, My Heart Belongs to Daddy)
(Jenna Bans, Season 3)
(Jenna Bans, You'll Never Get Away From Me)
(Jenna Bans, Into the Woods)
(Jenna Bans, Come Play Wiz Me)
(Jenna Bans, Season 1)
(Jenna Bans, What Would We Do Without You?)
(Jenna Bans, Sweetheart, I Have to Confess)
(Jenna Bans, Listen to the Rain on the Roof)
(Jenna Bans, Silly People)
(Jenna Bans, Coming Home)
(Jenna Bans, Nice She Ain't)
(Jenna Bans, Dress Big)
(Jenna Bans, Could I Leave You?)
(Jenna Bans, There Is No Other Way)
(Jenna Bans, That's Good, That's Bad)
(Jenna Bans, The Miracle Song)
(Jenna Bans, They Asked Me Why I Believe In You)
(Jenna Bans, It Wasn't Meant to Happen)
(Jenna Bans, Beautiful Girls)
(Jenna Bans, No One Is Alone)
(Jenna Bans, Remember)
(Jenna Bans, It Takes Two)
(Jenna Bans, Getting Married Today)
(Jenna Bans, The Sun Won't Set)
(Jenna Bans, One More Kiss)
(Jenna Bans, You Could Drive a Person Crazy)
(Jenna Bans, Color and Light)
(Jenna Bans, Suspicious Minds)
(Jenna Bans, I Know Things Now)
(Jenna Bans, My Husband, The Pig)
(Jenna Bans, The Little Things You Do Together)
(Jenna Bans, Liasons)
(Jenna Bans, Desperate Housewives)
(Jenna Bans, A Weekend in the Country)
(Jenna Bans, Don't Look at Me)
(Jenna Bans, Thank You So Much)
(Jenna Bans, Next)
(Jenna Bans, I Remember That)
(Jenna Bans, Everybody Says Don't (Season 2))
(Jenna Bans, I Wish I Could Forget You)
(Jenna Bans, Season 2)
(Jenna Bans, Children and Art)
(Jenna Bans, Season Three)
(Jenna Bans, God, That's Good)
(Jenna Bans, Live Alone and Like It)
(Jenna Bans, Bang)
(Jenna Bans, No Fits, No Fights, No Feuds)
(Jenna Bans, Like It Was)
(Jenna Bans, Kevin Murphy)
(Jenna Bans, We're Gonna Be All Right)
(Jenna Bans, There's Something About a War)
(Jenna Bans, Gossip)
(Jenna Bans, Not While I'm Around)
(Toby (6.03), Toby)
(Shitbag, Gabrielle Solis)
(Cindy (8.16), Jane Carlson)
(Cindy (8.16), Jane)
(Cindy (8.16), Tom)
(Cindy (8.16), Katharine Emmer)
(Cindy (8.16), Lynette Scavo)
(Cindy (8.16), Chloe Carlson)
(Cindy (8.16), Penny Scavo)
(Cindy (8.16), You Take for Granted)
(Dr. Timothy Barr, Remember, Part 2)
(Dr. Timothy Barr, Bree Van de Kamp)
(Dr. Timothy Barr, S2)
(Dr. Timothy Barr, Remember, Part 1)
(Dr. Timothy Barr, Fairview Meadows Psychiatric Hospital)
(Amber James, Charlie James)
(Amber James, Charlie)
(Amber James, I'm Still Here)
(Amber James, Keith)
(Amber James, Wisteria Lane)
(Amber James, Bree)
(Amber James, Flashback)
(Amber James, S7)
(Amber James, Keith Watson)
(Amber James, Season 7)
(Amber James, Farewell Letter)
(Amber James, Rochelle Aytes)
(Gaby Solis, Gabrielle Solis)
(Edie Roswell, Edie Britt)
(Rebecca Shephard, Rebecca Shepard)
(Bill Pearce, Carlos)
(Bill Pearce, Zach Young)
(Bill Pearce, Amy Pearce)
(Bill Pearce, The Miracle Song)
(Bill Pearce, Gabrielle)
(Bill Pearce, Season 3)
(Bill Pearce, Gabrielle Solis)
(Bill Pearce, No Fits, No Fights, No Feuds)
(Austin, Austin McCann)
(Gilbert, Gilbert McCluskey)
(In a World Where the Kings are Employers, In a World Where the Kings Are Employers)
(Gregg, Gregg Limon)
(David, David Bradley)
(Maynard Delfino, MJ Delfino)
(Mrs. Mulberry, Lynette)
(Mrs. Mulberry, Parker)
(Mrs. Mulberry, Parker Scavo)
(Mrs. Mulberry, 4355 Wisteria Lane)
(Mrs. Mulberry, My Heart Belongs to Daddy)
(Julia Sweeney, Coming Home)
(Julia Sweeney, Season 2)
(Julia Sweeney, My Heart Belongs to Daddy)
(Julia Sweeney, Color and Light)
(Julia Sweeney, I Wish I Could Forget You)
(Julia Sweeney, You Could Drive a Person Crazy)
(Julia Sweeney, One More Kiss)
(Julia Sweeney, Desperate Housewives)
(Julia Sweeney, Next)
(Julia Sweeney, There's Something About a War)
(Helen Vale, Come In, Stranger)
(Helen Vale, S1)
(Charles McLain, Lynette)
(Charles McLain, Carlos Solis)
(Charles McLain, Edie's)
(Charles McLain, Edie Britt)
(Charles McLain, Edie)
(Charles McLain, Travers McLain)
(Charles McLain, Into the Woods)
(Charles McLain, Travers)
(Charles McLain, Ilene Britt)
(Charles McLain, Lynette Scavo)
(Charles McLain, My Husband, The Pig)
(Continental Overnight, Season 2)
(Andre Zeller, Suspicion Song)
(Andre Zeller, S8)
(Andre Zeller, Miguel Ferrer)
(Andre Zeller, School of Hard Knocks)
(Andre Zeller, Jasper Zeller)
(Andre Zeller, Witch's Lament)
(Andre Zeller, Susan Delfino)
(Andre Zeller, Season 8)
(Andre Zeller, Susan)
(Andre Zeller, Recurring character appearances)
(Andre Zeller, Jasper)
(Mama Solis, Juanita "Mama" Solis)
(Bree's note, Bree's notes)
(Season six, Season 6)
(Sam, Sam Allen)
(6.06, Don't Walk on the Grass)
(List of mysteries, Wayne Davis)
(List of mysteries, Season 3)
(List of mysteries, Carolyn Bigsby)
(List of mysteries, Fairview Strangler)
(List of mysteries, Bree Van de Kamp)
(List of mysteries, Season 1)
(List of mysteries, Mary Alice Young)
(List of mysteries, Alma Hodge)
(List of mysteries, Angie Bolen)
(List of mysteries, Susan Delfino)
(List of mysteries, Bree's notes)
(List of mysteries, Season 2)
(List of mysteries, Orson Hodge)
(List of mysteries, Gilbert McCluskey)
(List of mysteries, Dave Williams)
(List of mysteries, Wisteria Lane)
(List of mysteries, Nick Bolen)
(List of mysteries, Betty Applewhite)
(List of mysteries, Paul)
(List of mysteries, Liaisons)
(List of mysteries, Felicia Tilman)
(List of mysteries, Danny Bolen)
(List of mysteries, Season 7)
(List of mysteries, Gabrielle Solis)
(List of mysteries, Season 6)
(List of mysteries, Zach)
(List of mysteries, Paul Young)
(List of mysteries, The Little Things You Do Together)
(List of mysteries, Julie Mayer)
(List of mysteries, Edie Britt)
(List of mysteries, Adam Mayfair)
(List of mysteries, Dylan Mayfair)
(List of mysteries, Mary Alice's note)
(List of mysteries, Season 8)
(List of mysteries, Matthew)
(List of mysteries, Desperate Housewives)
(List of mysteries, Monique Polier)
(List of mysteries, Katherine Mayfair)
(List of mysteries, Lynette Scavo)
(List of mysteries, Season 5)
(List of mysteries, Patrick Logan)
(List of mysteries, Caleb Applewhite)
(List of mysteries, Beth Young)
(List of mysteries, Mike Delfino)
(List of mysteries, Season 4)
(List of mysteries, Alejandro)
(List of mysteries, Susan Mayer)
(List of mysteries, Danielle Van de Kamp)
(List of mysteries, Gloria Hodge)
(List of mysteries, Carlos)
(List of mysteries, Karen McCluskey)
(Mile in these shoes (Song), Mile in These Shoes (Song))
(Aaron Norvell, S8)
(Aaron Norvell, Desperate Housewives)
(Aaron Norvell, Security Guard (8.22))
(Aaron Norvell, 8)
(Where Do I Belong?, Lynette)
(Where Do I Belong?, Bob Hunter)
(Where Do I Belong?, Cody Kasch)
(Where Do I Belong?, Vanessa Williams)
(Where Do I Belong?, David Grossman)
(Where Do I Belong?, Juanita)
(Where Do I Belong?, Mason Vale Cotton)
(Where Do I Belong?, Dakin Matthews)
(Where Do I Belong?, Emily Bergl)
(Where Do I Belong?, Ricardo Antonio Chavira)
(Where Do I Belong?, ABC)
(Where Do I Belong?, Renee Perry)
(Where Do I Belong?, Mary Alice Young)
(Where Do I Belong?, Parker Scavo)
(Where Do I Belong?, Zach)
(Where Do I Belong?, Penny)
(Where Do I Belong?, Susan Delfino)
(Where Do I Belong?, Lesley Ann Warren)
(Where Do I Belong?, Paul)
(Where Do I Belong?, Sophie)
(Where Do I Belong?, Brenda Strong)
(Where Do I Belong?, Renee)
(Where Do I Belong?, Lee McDermott)
(Where Do I Belong?, Celia Solis)
(Where Do I Belong?, Mike Delfino)
(Where Do I Belong?, Kathryn Joosten)
(Where Do I Belong?, Karen McCluskey)
(Where Do I Belong?, Beth Young)
(Where Do I Belong?, Charlie Carver)
(Where Do I Belong?, David Schladweiler)
(Where Do I Belong?, Dale Waddington)
(Where Do I Belong?, Bree)
(Where Do I Belong?, James Denton)
(Where Do I Belong?, Keith Watson)
(Where Do I Belong?, Julie)
(Where Do I Belong?, Felicity Huffman)
(Where Do I Belong?, Valerie Harper)
(Where Do I Belong?, Gabrielle Solis)
(Where Do I Belong?, Zach Young)
(Where Do I Belong?, Marcia Cross)
(Where Do I Belong?, Celia)
(Where Do I Belong?, Gabrielle)
(Where Do I Belong?, Bree Van de Kamp)
(Where Do I Belong?, Juanita Solis)
(Where Do I Belong?, Tom)
(Where Do I Belong?, Brian Austin Green)
(Where Do I Belong?, Carlos Solis)
(Where Do I Belong?, Eva Longoria)
(Where Do I Belong?, Reverend Sikes)
(Where Do I Belong?, Doug Savant)
(Where Do I Belong?, Susan)
(Where Do I Belong?, Paul Young)
(Where Do I Belong?, Porter Scavo)
(Where Do I Belong?, Teri Hatcher)
(Where Do I Belong?, Darcy Rose Byrnes)
(Where Do I Belong?, Penny Scavo)
(Where Do I Belong?, Joshua Logan Moore)
(Where Do I Belong?, Max Carver)
(Where Do I Belong?, Daniella Baltodano)
(Where Do I Belong?, Carlos)
(Where Do I Belong?, Claire Bremmer)
(Where Do I Belong?, Lee)
(Where Do I Belong?, Tuc Watkins)
(Where Do I Belong?, Madison De La Garza)
(Where Do I Belong?, Bob)
(Where Do I Belong?, Desperate Housewives)
(Where Do I Belong?, Miss Charlotte)
(Where Do I Belong?, Mark Moses)
(Where Do I Belong?, Lynette Scavo)
(Where Do I Belong?, Keith)
(Where Do I Belong?, Tom Scavo)
(Where Do I Belong?, Preston Scavo)
(Where Do I Belong?, Mary Alice)
(Where Do I Belong?, Mike)
(Where Do I Belong?, Morty Flickman)
(Where Do I Belong?, Sophie Bremmer)
(Where Do I Belong?, Julie Mayer)
(Where Do I Belong?, Kevin Rahm)
(Where Do I Belong?, MJ Delfino)
(Where Do I Belong?, Grace Sanchez)
(Where Do I Belong?, Andrea Bowen)
(Roxy, 4349 Wisteria Lane)
(Roxy, Ellie Leonard)
(Roxy, Gabrielle)
(Roxy, Carlos Solis)
(Roxy, Free)
(Roxy, Opening Doors)
(Roxy, Mary Alice Young)
(Roxy, S4)
(Roxy, Season 4)
(Roxy, Bree)
(Roxy, Edie)
(Roxy, Carlos)
(Roxy, Mother Said)
(Roxy, Fairview)
(Roxy, Gabrielle Solis)
(Roxy, Hello, Little Girl)
(Security Guard (8.22), S8)
(Security Guard (8.22), Carlos)
(Security Guard (8.22), Bree)
(Security Guard (8.22), Aaron Norvell)
(Security Guard (8.22), Give Me the Blame)
(Security Guard (8.22), Gabrielle)
(Monique, Monique Polier)
(Carl (8.02), S8)
(Carl (8.02), Susan Delfino)
(Carl (8.02), Kevin (8.02))
(Carl (8.02), Making the Connection)
(Is This What You Call Love?, Lynette)
(Is This What You Call Love?, Tom)
(Is This What You Call Love?, Vanessa Williams)
(Is This What You Call Love?, David Grossman)
(Is This What You Call Love?, Bree Van de Kamp)
(Is This What You Call Love?, Oakridge Elementary School)
(Is This What You Call Love?, Alejandro)
(Is This What You Call Love?, Tom Scavo)
(Is This What You Call Love?, Renee Perry)
(Is This What You Call Love?, Mary Alice Young)
(Is This What You Call Love?, Putting It Together)
(Is This What You Call Love?, Susan Delfino)
(Is This What You Call Love?, Secrets That I Never Want to Know)
(Is This What You Call Love?, Gabrielle)
(Is This What You Call Love?, Jane)
(Is This What You Call Love?, Teri Hatcher)
(Is This What You Call Love?, Renee)
(Is This What You Call Love?, Frank)
(Is This What You Call Love?, Who Can Say What's True?)
(Is This What You Call Love?, Brian Cousins)
(Is This What You Call Love?, Kevin Makely)
(Is This What You Call Love?, Man (8.13))
(Is This What You Call Love?, Gary Hudson)
(Is This What You Call Love?, John Mattey)
(Is This What You Call Love?, John Rubinstein)
(Is This What You Call Love?, One Wonderful Day)
(Is This What You Call Love?, David Schladweiler)
(Is This What You Call Love?, Ricardo Antonio Chavira)
(Is This What You Call Love?, Bree)
(Is This What You Call Love?, Principal Hobson)
(Is This What You Call Love?, Orson)
(Is This What You Call Love?, Bartender (8.13))
(Is This What You Call Love?, Julie)
(Is This What You Call Love?, What's the Good of Being Good?)
(Is This What You Call Love?, Gabrielle Solis)
(Is This What You Call Love?, Marcia Cross)
(Is This What You Call Love?, Brenda Strong)
(Is This What You Call Love?, Christopher Goodman)
(Is This What You Call Love?, 4355 Wisteria Lane)
(Is This What You Call Love?, Juanita Solis)
(Is This What You Call Love?, Bill (8.13))
(Is This What You Call Love?, Carlos Solis)
(Is This What You Call Love?, Dylan (8.13))
(Is This What You Call Love?, Eva Longoria)
(Is This What You Call Love?, James Denton)
(Is This What You Call Love?, Doug Savant)
(Is This What You Call Love?, Susan)
(Is This What You Call Love?, Karl Mayer)
(Is This What You Call Love?, Juanita)
(Is This What You Call Love?, Patrick Fabian)
(Is This What You Call Love?, Mike)
(Is This What You Call Love?, Jerry (8.13))
(Is This What You Call Love?, Julie Mayer)
(Is This What You Call Love?, Ryan Vayo)
(Is This What You Call Love?, Felicity Huffman)
(Is This What You Call Love?, Mark Totty)
(Is This What You Call Love?, Desperate Housewives)
(Is This What You Call Love?, Orson Hodge)
(Is This What You Call Love?, Lynette Scavo)
(Is This What You Call Love?, Kyle MacLachlan)
(Is This What You Call Love?, Mike Delfino)
(Is This What You Call Love?, Grant Venable)
(Is This What You Call Love?, Unkempt Man)
(Is This What You Call Love?, Debbie (8.13))
(Is This What You Call Love?, Stephanie Erb)
(Is This What You Call Love?, Madison De La Garza)
(Is This What You Call Love?, Andrea Bowen)
(4.16, The Gun Song)
(Seamstress (6.19), Lynette)
(Seamstress (6.19), S6)
(Seamstress (6.19), Irina)
(Seamstress (6.19), We All Deserve to Die)
(Kyle MacLachlan, 3)
(Kyle MacLachlan, Desperate Housewives)
(Kyle MacLachlan, 7)
(Kyle MacLachlan, Orson Hodge)
(Kyle MacLachlan, 2)
(Kyle MacLachlan, 5)
(Kyle MacLachlan, 6)
(Kyle MacLachlan, 4)
(Kyle MacLachlan, 8)
(2.15, Thank You So Much)
(Season Five, Season 5)
(1.10, Come Back to Me)
(Minister, S6)
(Minister, Season 3)
(Minister, S3)
(Minister, You Take for Granted)
(Minister, Mike Delfino)
(Minister, S8)
(Minister, Gabrielle Marquez)
(Minister, Season 6)
(Minister, S5)
(Minister, Susan Mayer)
(Minister, Victor Lang)
(Minister, Getting Married Today)
(Minister, Season 5)
(Minister, Steve Tyler)
(Welcome to Kanagawa, Bob Hunter)
(Welcome to Kanagawa, Dylan Mayfair)
(Welcome to Kanagawa, Nathan Fillion)
(Welcome to Kanagawa, Brent Kinsman)
(Welcome to Kanagawa, Danielle Van de Kamp)
(Welcome to Kanagawa, Shawn Pyfrom)
(Welcome to Kanagawa, Nicollette Sheridan)
(Welcome to Kanagawa, Tom Scavo)
(Welcome to Kanagawa, Gabrielle Lang)
(Welcome to Kanagawa, Parker Scavo)
